"COUNTY","SVPREC","DISTRICT","TOTVOTE","DEM01","DEM02","REP01","REP02"
1,"200100",12,204,102,102,0,0
1,"200100A",12,2439,1668,771,0,0
1,"200200",12,207,108,99,0,0
1,"200200A",12,1576,1063,513,0,0
1,"201400",12,237,139,98,0,0
1,"201400A",12,2427,1688,739,0,0
1,"202200",12,73,35,38,0,0
1,"202200A",12,285,192,93,0,0
1,"202500",12,315,172,143,0,0
1,"202500A",12,234,150,84,0,0
1,"202620",12,718,366,352,0,0
1,"202620A",12,248,153,95,0,0
1,"203100",12,111,74,37,0,0
1,"203100A",12,1918,1382,536,0,0
1,"203500",12,213,131,82,0,0
1,"203500A",12,1196,861,335,0,0
1,"203800",12,158,88,70,0,0
1,"203800A",12,1542,1170,372,0,0
1,"203880",12,NA,NA,NA,NA,NA
1,"203880A",12,20,18,2,0,0
1,"203890",12,0,0,0,0,0
1,"203890A",12,28,23,5,0,0
1,"204210",12,440,229,211,0,0
1,"204210A",12,1031,686,345,0,0
1,"204300",12,281,167,114,0,0
1,"204300A",12,1521,1138,383,0,0
1,"204900",12,371,209,162,0,0
1,"204900A",12,323,200,123,0,0
1,"205200",12,144,80,64,0,0
1,"205200A",12,3065,2109,956,0,0
1,"205700",12,200,130,70,0,0
1,"205700A",12,2623,1832,791,0,0
1,"206200",12,160,90,70,0,0
1,"206200A",12,1355,990,365,0,0
1,"206900",12,154,76,78,0,0
1,"206900A",12,807,561,246,0,0
1,"207000",12,113,69,44,0,0
1,"207000A",12,1377,1029,348,0,0
1,"207200",12,181,101,80,0,0
1,"207200A",12,1616,1194,422,0,0
1,"207700",12,654,325,329,0,0
1,"207700A",12,1123,705,418,0,0
1,"208010",12,237,138,99,0,0
1,"208010A",12,2264,1635,629,0,0
1,"208300",12,279,187,92,0,0
1,"208300A",12,2096,1616,480,0,0
1,"208510",12,274,180,94,0,0
1,"208510A",12,1356,1047,309,0,0
1,"208690",12,0,0,0,0,0
1,"208690A",12,24,23,1,0,0
1,"208800",12,146,101,45,0,0
1,"208800A",12,728,532,196,0,0
1,"208820",12,34,24,10,0,0
1,"208820A",12,237,179,58,0,0
1,"208900",12,100,73,27,0,0
1,"208900A",12,804,604,200,0,0
1,"209010",12,259,169,90,0,0
1,"209010A",12,2645,1979,666,0,0
1,"209310",12,306,196,110,0,0
1,"209310A",12,3774,2637,1137,0,0
1,"209700",12,201,111,90,0,0
1,"209700A",12,1560,1091,469,0,0
1,"209900",12,465,270,195,0,0
1,"209900A",12,2445,1663,782,0,0
1,"213100",12,68,31,37,0,0
1,"213100A",12,761,490,271,0,0
1,"213500",12,162,74,88,0,0
1,"213500A",12,2174,1145,1029,0,0
1,"213600",12,227,112,115,0,0
1,"213600A",12,2985,1798,1187,0,0
1,"213920",12,NA,NA,NA,NA,NA
1,"213920A",12,44,23,21,0,0
1,"214300",12,104,56,48,0,0
1,"214300A",12,1422,850,572,0,0
1,"214600",12,173,112,61,0,0
1,"214600A",12,2473,1783,690,0,0
1,"215110",12,226,149,77,0,0
1,"215110A",12,2108,1646,462,0,0
1,"215400",12,89,61,28,0,0
1,"215400A",12,955,675,280,0,0
1,"215500",12,220,132,88,0,0
1,"215500A",12,2649,1855,794,0,0
1,"215700",12,219,162,57,0,0
1,"215700A",12,2088,1689,399,0,0
1,"215800",12,204,146,58,0,0
1,"215800A",12,1141,892,249,0,0
1,"223010",12,244,150,94,0,0
1,"223010A",12,2824,2053,771,0,0
1,"224000",12,182,124,58,0,0
1,"224000A",12,3250,2193,1057,0,0
1,"224500",12,86,57,29,0,0
1,"224500A",12,1316,984,332,0,0
1,"224600",12,106,62,44,0,0
1,"224600A",12,1803,1339,464,0,0
1,"224800",12,111,82,29,0,0
1,"224800A",12,981,690,291,0,0
1,"225300",12,137,99,38,0,0
1,"225300A",12,1266,954,312,0,0
1,"225710",12,212,150,62,0,0
1,"225710A",12,2179,1631,548,0,0
1,"225900",12,156,113,43,0,0
1,"225900A",12,1952,1452,500,0,0
1,"244000",12,148,67,81,0,0
1,"244000A",12,2176,1315,861,0,0
1,"244300",12,291,138,153,0,0
1,"244300A",12,3695,2267,1428,0,0
1,"245000",12,92,62,30,0,0
1,"245000A",12,1883,1360,523,0,0
1,"245300",12,91,50,41,0,0
1,"245300A",12,1417,809,608,0,0
1,"260100",12,345,182,163,0,0
1,"260100A",12,2221,1254,967,0,0
1,"261300",12,233,126,107,0,0
1,"261300A",12,2482,1537,945,0,0
1,"262000",12,254,139,115,0,0
1,"262000A",12,2908,1910,998,0,0
1,"280100",12,254,115,139,0,0
1,"280100A",12,3058,1747,1311,0,0
1,"280700",12,225,89,136,0,0
1,"280700A",12,2846,1438,1408,0,0
1,"300110",12,101,30,71,0,0
1,"300110A",12,1404,515,889,0,0
1,"300130",12,129,43,86,0,0
1,"300130A",12,1820,806,1014,0,0
1,"300150",12,148,50,98,0,0
1,"300150A",12,2953,1237,1716,0,0
1,"300300",12,186,110,76,0,0
1,"300300A",12,2711,1521,1190,0,0
1,"301900",12,323,178,145,0,0
1,"301900A",12,3037,1771,1266,0,0
1,"302200",12,262,141,121,0,0
1,"302200A",12,3279,1935,1344,0,0
1,"302700",12,338,176,162,0,0
1,"302700A",12,2392,1427,965,0,0
1,"303800",12,335,172,163,0,0
1,"303800A",12,2685,1549,1136,0,0
1,"304800",12,439,234,205,0,0
1,"304800A",12,3168,1767,1401,0,0
1,"305110",12,326,165,161,0,0
1,"305110A",12,2294,1267,1027,0,0
1,"305500",12,317,186,131,0,0
1,"305500A",12,2147,1236,911,0,0
1,"305700",12,265,131,134,0,0
1,"305700A",12,2783,1542,1241,0,0
1,"310000",12,364,260,104,0,0
1,"310000A",12,2709,2136,573,0,0
1,"310120",12,NA,NA,NA,NA,NA
1,"310120A",12,19,16,3,0,0
1,"310600",12,322,256,66,0,0
1,"310600A",12,2565,2121,444,0,0
1,"311400",12,322,261,61,0,0
1,"311400A",12,2633,2135,498,0,0
1,"323200",12,269,201,68,0,0
1,"323200A",12,2501,1822,679,0,0
1,"325100",12,390,289,101,0,0
1,"325100A",12,2659,1987,672,0,0
1,"325400",12,255,187,68,0,0
1,"325400A",12,1826,1404,422,0,0
1,"325600",12,268,193,75,0,0
1,"325600A",12,2048,1571,477,0,0
1,"333200",12,385,282,103,0,0
1,"333200A",12,1958,1371,587,0,0
1,"333210",12,34,27,7,0,0
1,"333210A",12,268,182,86,0,0
1,"333410",12,207,135,72,0,0
1,"333410A",12,1765,1082,683,0,0
1,"333460",12,53,41,12,0,0
1,"333460A",12,107,68,39,0,0
1,"333810",12,79,53,26,0,0
1,"333810A",12,688,465,223,0,0
1,"333900",12,140,100,40,0,0
1,"333900A",12,866,535,331,0,0
1,"333910",12,153,109,44,0,0
1,"333910A",12,585,398,187,0,0
1,"334000",12,174,132,42,0,0
1,"334000A",12,1255,903,352,0,0
1,"334510",12,20,17,3,0,0
1,"334510A",12,122,79,43,0,0
1,"334610",12,NA,NA,NA,NA,NA
1,"334610A",12,31,23,8,0,0
1,"334800",12,180,115,65,0,0
1,"334800A",12,1153,721,432,0,0
1,"335100",12,381,272,109,0,0
1,"335100A",12,1739,1273,466,0,0
1,"335110",12,20,12,8,0,0
1,"335110A",12,119,92,27,0,0
1,"335400",12,340,274,66,0,0
1,"335400A",12,1188,914,274,0,0
1,"335700",12,317,225,92,0,0
1,"335700A",12,1295,923,372,0,0
1,"335710",12,341,247,94,0,0
1,"335710A",12,1566,1171,395,0,0
1,"335810",12,12,10,2,0,0
1,"335810A",12,78,52,26,0,0
1,"336200",12,475,345,130,0,0
1,"336200A",12,1975,1431,544,0,0
1,"336610",12,356,288,68,0,0
1,"336610A",12,1284,954,330,0,0
1,"336710",12,325,255,70,0,0
1,"336710A",12,1451,1124,327,0,0
1,"336900",12,178,134,44,0,0
1,"336900A",12,873,590,283,0,0
1,"344000",12,221,162,59,0,0
1,"344000A",12,1258,840,418,0,0
1,"344200",12,170,121,49,0,0
1,"344200A",12,1783,1310,473,0,0
1,"344410",12,45,34,11,0,0
1,"344410A",12,610,444,166,0,0
1,"344700",12,81,46,35,0,0
1,"344700A",12,1564,1078,486,0,0
1,"345310",12,115,70,45,0,0
1,"345310A",12,507,384,123,0,0
1,"345320",12,NA,NA,NA,NA,NA
1,"345320A",12,10,6,4,0,0
1,"345500",12,267,207,60,0,0
1,"345500A",12,2562,1843,719,0,0
1,"345700",12,106,75,31,0,0
1,"345700A",12,1571,1019,552,0,0
1,"345710",12,0,0,0,0,0
1,"345710A",12,77,45,32,0,0
1,"345900",12,121,70,51,0,0
1,"345900A",12,1547,976,571,0,0
1,"346000",12,19,9,10,0,0
1,"346000A",12,304,202,102,0,0
1,"346100",12,162,118,44,0,0
1,"346100A",12,1207,816,391,0,0
1,"347200",12,239,161,78,0,0
1,"347200A",12,1608,1143,465,0,0
1,"353310",12,211,159,52,0,0
1,"353310A",12,1649,1154,495,0,0
1,"353900",12,257,180,77,0,0
1,"353900A",12,1936,1322,614,0,0
1,"354100",12,71,54,17,0,0
1,"354100A",12,586,404,182,0,0
1,"354300",12,109,74,35,0,0
1,"354300A",12,645,337,308,0,0
1,"354400",12,177,117,60,0,0
1,"354400A",12,1177,678,499,0,0
1,"354700",12,221,157,64,0,0
1,"354700A",12,1082,646,436,0,0
1,"354910",12,177,111,66,0,0
1,"354910A",12,1505,1062,443,0,0
1,"355100",12,146,94,52,0,0
1,"355100A",12,997,649,348,0,0
1,"356000",12,267,173,94,0,0
1,"356000A",12,1928,1252,676,0,0
1,"356410",12,181,120,61,0,0
1,"356410A",12,900,568,332,0,0
1,"361000",12,65,41,24,0,0
1,"361000A",12,297,189,108,0,0
1,"361100",12,31,18,13,0,0
1,"361100A",12,143,82,61,0,0
1,"361130",12,99,64,35,0,0
1,"361130A",12,417,285,132,0,0
1,"361200",12,156,108,48,0,0
1,"361200A",12,485,354,131,0,0
1,"361500",12,553,379,174,0,0
1,"361500A",12,1937,1344,593,0,0
1,"362200",12,152,109,43,0,0
1,"362200A",12,797,569,228,0,0
1,"362220",12,NA,NA,NA,NA,NA
1,"362220A",12,NA,NA,NA,NA,NA
1,"362500",12,111,86,25,0,0
1,"362500A",12,376,262,114,0,0
1,"362510",12,113,81,32,0,0
1,"362510A",12,718,564,154,0,0
1,"362600",12,230,175,55,0,0
1,"362600A",12,2344,1856,488,0,0
1,"362800",12,148,103,45,0,0
1,"362800A",12,1123,863,260,0,0
1,"363000",12,220,164,56,0,0
1,"363000A",12,1056,828,228,0,0
1,"363200",12,213,153,60,0,0
1,"363200A",12,928,688,240,0,0
1,"364020",12,NA,NA,NA,NA,NA
1,"364020A",12,NA,NA,NA,NA,NA
1,"364200",12,45,26,19,0,0
1,"364200A",12,969,597,372,0,0
1,"364310",12,193,114,79,0,0
1,"364310A",12,1962,1286,676,0,0
1,"364510",12,46,37,9,0,0
1,"364510A",12,641,428,213,0,0
1,"364600",12,118,75,43,0,0
1,"364600A",12,909,656,253,0,0
1,"364800",12,126,99,27,0,0
1,"364800A",12,878,666,212,0,0
1,"365100",12,279,198,81,0,0
1,"365100A",12,2192,1639,553,0,0
1,"365200",12,222,157,65,0,0
1,"365200A",12,1102,867,235,0,0
1,"373010",12,NA,NA,NA,NA,NA
1,"373010A",12,NA,NA,NA,NA,NA
1,"373030",12,0,0,0,0,0
1,"373030A",12,0,0,0,0,0
1,"373100",12,68,46,22,0,0
1,"373100A",12,329,234,95,0,0
1,"380300",12,363,263,100,0,0
1,"380300A",12,1785,1297,488,0,0
1,"380400",12,417,261,156,0,0
1,"380400A",12,2169,1420,749,0,0
1,"394100",14,0,0,0,0,0
1,"394100A",14,NA,NA,NA,NA,NA
1,"394200",14,0,0,0,0,0
1,"394200A",14,NA,NA,NA,NA,NA
1,"400100",12,38,22,16,0,0
1,"400100A",12,506,321,185,0,0
1,"400200",12,138,96,42,0,0
1,"400200A",12,1602,1196,406,0,0
1,"400300",12,132,98,34,0,0
1,"400300A",12,1386,974,412,0,0
1,"401200",12,41,32,9,0,0
1,"401200A",12,201,166,35,0,0
1,"410500",12,472,314,158,0,0
1,"410500A",12,2224,1569,655,0,0
1,"410700",12,393,305,88,0,0
1,"410700A",12,2056,1519,537,0,0
1,"415300",12,174,112,62,0,0
1,"415300A",12,738,506,232,0,0
1,"415800",12,319,223,96,0,0
1,"415800A",12,1330,945,385,0,0
1,"416220",12,0,0,0,0,0
1,"416220A",12,0,0,0,0,0
1,"420010",14,0,0,0,0,0
1,"420010A",14,0,0,0,0,0
1,"420030",14,NA,NA,NA,NA,NA
1,"420030A",14,65,41,0,24,0
1,"420220",14,NA,NA,NA,NA,NA
1,"420220A",14,16,16,0,0,0
1,"420240",14,0,0,0,0,0
1,"420240A",14,0,0,0,0,0
1,"420250",14,108,65,0,43,0
1,"420250A",14,647,492,0,155,0
1,"420300",14,9,7,0,2,0
1,"420300A",14,136,99,0,37,0
1,"420310",14,NA,NA,NA,NA,NA
1,"420310A",14,16,9,0,7,0
1,"420320",14,0,0,0,0,0
1,"420320A",14,NA,NA,NA,NA,NA
1,"420710",14,NA,NA,NA,NA,NA
1,"420710A",14,24,21,0,3,0
1,"420800",14,34,20,0,14,0
1,"420800A",14,347,275,0,72,0
1,"420900",14,168,104,0,64,0
1,"420900A",14,1072,803,0,269,0
1,"421800",14,460,293,0,167,0
1,"421800A",14,1927,1453,0,474,0
1,"422000",14,303,181,0,122,0
1,"422000A",14,2388,1721,0,667,0
1,"422300",14,326,192,0,134,0
1,"422300A",14,2042,1591,0,451,0
1,"422600",14,343,215,0,128,0
1,"422600A",14,2583,1966,0,617,0
1,"422920",14,366,188,0,178,0
1,"422920A",14,2452,1777,0,675,0
1,"422940",14,0,0,0,0,0
1,"422940A",14,0,0,0,0,0
1,"423000",14,371,220,0,151,0
1,"423000A",14,2049,1492,0,557,0
1,"423710",14,266,159,0,107,0
1,"423710A",14,1582,1142,0,440,0
1,"423800",14,NA,NA,NA,NA,NA
1,"423800A",14,NA,NA,NA,NA,NA
1,"424200",14,NA,NA,NA,NA,NA
1,"424200A",14,47,33,0,14,0
1,"424310",14,NA,NA,NA,NA,NA
1,"424310A",14,20,9,0,11,0
1,"424510",14,20,14,0,6,0
1,"424510A",14,155,123,0,32,0
1,"424600",14,359,212,0,147,0
1,"424600A",14,1514,1157,0,357,0
1,"430010",14,0,0,0,0,0
1,"430010A",14,0,0,0,0,0
1,"430020",14,0,0,0,0,0
1,"430020A",14,0,0,0,0,0
1,"430100",14,24,14,0,10,0
1,"430100A",14,156,123,0,33,0
1,"430120",14,0,0,0,0,0
1,"430120A",14,0,0,0,0,0
1,"430130",14,0,0,0,0,0
1,"430130A",14,0,0,0,0,0
1,"430140",14,0,0,0,0,0
1,"430140A",14,0,0,0,0,0
1,"430150",14,0,0,0,0,0
1,"430150A",14,0,0,0,0,0
1,"430400",14,39,31,0,8,0
1,"430400A",14,297,234,0,63,0
1,"430420",14,0,0,0,0,0
1,"430420A",14,0,0,0,0,0
1,"430430",14,10,7,0,3,0
1,"430430A",14,65,43,0,22,0
1,"430500",14,0,0,0,0,0
1,"430500A",14,NA,NA,NA,NA,NA
1,"430600",14,266,181,0,85,0
1,"430600A",14,1444,1170,0,274,0
1,"430700",14,29,17,0,12,0
1,"430700A",14,332,257,0,75,0
1,"430720",14,11,7,0,4,0
1,"430720A",14,118,90,0,28,0
1,"430800",14,110,87,0,23,0
1,"430800A",14,452,370,0,82,0
1,"430820",14,0,0,0,0,0
1,"430820A",14,0,0,0,0,0
1,"431100",14,135,80,0,55,0
1,"431100A",14,901,710,0,191,0
1,"431110",14,NA,NA,NA,NA,NA
1,"431110A",14,10,9,0,1,0
1,"431120",14,NA,NA,NA,NA,NA
1,"431120A",14,NA,NA,NA,NA,NA
1,"431300",14,NA,NA,NA,NA,NA
1,"431300A",14,70,48,0,22,0
1,"431500",14,14,13,0,1,0
1,"431500A",14,116,95,0,21,0
1,"431610",14,NA,NA,NA,NA,NA
1,"431610A",14,30,23,0,7,0
1,"431700",14,14,9,0,5,0
1,"431700A",14,133,106,0,27,0
1,"431730",14,NA,NA,NA,NA,NA
1,"431730A",14,50,34,0,16,0
1,"431800",14,128,82,0,46,0
1,"431800A",14,835,624,0,211,0
1,"432100",14,359,231,0,128,0
1,"432100A",14,2038,1574,0,464,0
1,"432200",14,508,315,0,193,0
1,"432200A",14,2898,2198,0,700,0
1,"432600",14,365,218,0,147,0
1,"432600A",14,2086,1578,0,508,0
1,"432810",14,481,328,0,153,0
1,"432810A",14,2309,1757,0,552,0
1,"432900",14,427,261,0,166,0
1,"432900A",14,2349,1715,0,634,0
1,"433200",14,388,266,0,122,0
1,"433200A",14,1346,1026,0,320,0
1,"433400",14,219,127,0,92,0
1,"433400A",14,2085,1562,0,523,0
1,"433630",14,85,44,0,41,0
1,"433630A",14,827,583,0,244,0
1,"433650",14,0,0,0,0,0
1,"433650A",14,0,0,0,0,0
1,"433800",14,40,18,0,22,0
1,"433800A",14,511,378,0,133,0
1,"438120",14,0,0,0,0,0
1,"438120A",14,0,0,0,0,0
1,"438130",14,0,0,0,0,0
1,"438130A",14,0,0,0,0,0
1,"438140",14,0,0,0,0,0
1,"438140A",14,0,0,0,0,0
1,"438200",14,0,0,0,0,0
1,"438200A",14,11,4,0,7,0
1,"438300",14,0,0,0,0,0
1,"438300A",14,NA,NA,NA,NA,NA
1,"438500",14,NA,NA,NA,NA,NA
1,"438500A",14,NA,NA,NA,NA,NA
1,"440200",14,169,79,0,90,0
1,"440200A",14,1320,930,0,390,0
1,"440210",14,NA,NA,NA,NA,NA
1,"440210A",14,78,61,0,17,0
1,"440300",14,312,177,0,135,0
1,"440300A",14,2383,1701,0,682,0
1,"440900",14,304,161,0,143,0
1,"440900A",14,1554,1121,0,433,0
1,"441300",14,75,38,0,37,0
1,"441300A",14,467,352,0,115,0
1,"442000",14,55,34,0,21,0
1,"442000A",14,301,219,0,82,0
1,"442200",14,125,69,0,56,0
1,"442200A",14,1019,748,0,271,0
1,"443000",14,144,87,0,57,0
1,"443000A",14,762,587,0,175,0
1,"443100",14,347,215,0,132,0
1,"443100A",14,2079,1571,0,508,0
1,"443500",14,318,225,0,93,0
1,"443500A",14,1676,1339,0,337,0
1,"443700",14,27,12,0,15,0
1,"443700A",14,228,161,0,67,0
1,"443720",14,0,0,0,0,0
1,"443720A",14,0,0,0,0,0
1,"443800",14,10,7,0,3,0
1,"443800A",14,193,140,0,53,0
1,"447010",14,0,0,0,0,0
1,"447010A",14,NA,NA,NA,NA,NA
1,"447020",14,0,0,0,0,0
1,"447020A",14,0,0,0,0,0
1,"447100",14,NA,NA,NA,NA,NA
1,"447100A",14,8,5,0,3,0
1,"447110",14,0,0,0,0,0
1,"447110A",14,0,0,0,0,0
1,"447120",14,0,0,0,0,0
1,"447120A",14,0,0,0,0,0
1,"447200",14,88,48,0,40,0
1,"447200A",14,592,480,0,112,0
1,"447210",14,0,0,0,0,0
1,"447210A",14,NA,NA,NA,NA,NA
1,"447300",14,27,13,0,14,0
1,"447300A",14,229,171,0,58,0
1,"447510",14,NA,NA,NA,NA,NA
1,"447510A",14,23,20,0,3,0
1,"447600",14,146,100,0,46,0
1,"447600A",14,961,725,0,236,0
1,"447700",14,40,23,0,17,0
1,"447700A",14,218,144,0,74,0
1,"447710",14,0,0,0,0,0
1,"447710A",14,0,0,0,0,0
1,"447730",14,NA,NA,NA,NA,NA
1,"447730A",14,40,22,0,18,0
1,"450200",14,109,58,0,51,0
1,"450200A",14,982,689,0,293,0
1,"450500",14,271,150,0,121,0
1,"450500A",14,1687,1164,0,523,0
1,"450610",12,57,17,40,0,0
1,"450610A",12,532,153,379,0,0
1,"450620",12,0,0,0,0,0
1,"450620A",12,0,0,0,0,0
1,"450800",12,66,24,42,0,0
1,"450800A",12,661,205,456,0,0
1,"450820",12,0,0,0,0,0
1,"450820A",12,NA,NA,NA,NA,NA
1,"450920",12,0,0,0,0,0
1,"450920A",12,0,0,0,0,0
1,"450930",12,NA,NA,NA,NA,NA
1,"450930A",12,NA,NA,NA,NA,NA
1,"451000",12,79,32,47,0,0
1,"451000A",12,568,193,375,0,0
1,"451600",12,167,56,111,0,0
1,"451600A",12,1110,396,714,0,0
1,"451900",12,66,17,49,0,0
1,"451900A",12,598,198,400,0,0
1,"452400",12,321,127,194,0,0
1,"452400A",12,1904,758,1146,0,0
1,"453200",12,NA,NA,NA,NA,NA
1,"453200A",12,14,5,9,0,0
1,"453300",12,42,15,27,0,0
1,"453300A",12,412,147,265,0,0
1,"453500",12,135,42,93,0,0
1,"453500A",12,1081,398,683,0,0
1,"453600",12,45,27,18,0,0
1,"453600A",12,309,156,153,0,0
1,"453900",14,34,17,0,17,0
1,"453900A",14,297,217,0,80,0
1,"453920",14,84,52,0,32,0
1,"453920A",14,440,339,0,101,0
1,"453940",14,90,57,0,33,0
1,"453940A",14,627,467,0,160,0
1,"454100",12,NA,NA,NA,NA,NA
1,"454100A",12,49,20,29,0,0
1,"454220",14,NA,NA,NA,NA,NA
1,"454220A",14,33,20,0,13,0
1,"454500",14,99,54,0,45,0
1,"454500A",14,518,386,0,132,0
1,"454510",14,0,0,0,0,0
1,"454510A",14,0,0,0,0,0
1,"454520",12,NA,NA,NA,NA,NA
1,"454520A",12,NA,NA,NA,NA,NA
1,"454600",12,0,0,0,0,0
1,"454600A",12,0,0,0,0,0
1,"454700",12,12,4,8,0,0
1,"454700A",12,185,70,115,0,0
1,"454710",12,0,0,0,0,0
1,"454710A",12,0,0,0,0,0
1,"455100",12,62,26,36,0,0
1,"455100A",12,376,188,188,0,0
1,"455300",12,178,72,106,0,0
1,"455300A",12,973,448,525,0,0
1,"455400",12,162,83,79,0,0
1,"455400A",12,1138,510,628,0,0
1,"455700",12,23,12,11,0,0
1,"455700A",12,338,141,197,0,0
1,"456100",12,139,57,82,0,0
1,"456100A",12,969,477,492,0,0
1,"456200",12,171,82,89,0,0
1,"456200A",12,1188,597,591,0,0
1,"456500",12,50,17,33,0,0
1,"456500A",12,513,272,241,0,0
1,"456610",14,NA,NA,NA,NA,NA
1,"456610A",14,10,7,0,3,0
1,"456620",12,NA,NA,NA,NA,NA
1,"456620A",12,39,12,27,0,0
1,"456700",14,86,59,0,27,0
1,"456700A",14,1095,828,0,267,0
1,"456910",14,9,6,0,3,0
1,"456910A",14,162,118,0,44,0
1,"457300",12,251,118,133,0,0
1,"457300A",12,1771,952,819,0,0
1,"457500",12,203,97,106,0,0
1,"457500A",12,1685,852,833,0,0
1,"458400",12,171,67,104,0,0
1,"458400A",12,1541,729,812,0,0
1,"458800",12,151,56,95,0,0
1,"458800A",12,1029,418,611,0,0
1,"458900",12,66,27,39,0,0
1,"458900A",12,357,126,231,0,0
1,"458910",12,0,0,0,0,0
1,"458910A",12,0,0,0,0,0
1,"458920",12,0,0,0,0,0
1,"458920A",12,0,0,0,0,0
1,"464000",14,0,0,0,0,0
1,"464000A",14,NA,NA,NA,NA,NA
1,"464220",14,0,0,0,0,0
1,"464220A",14,0,0,0,0,0
1,"464300",14,0,0,0,0,0
1,"464300A",14,0,0,0,0,0
1,"464310",14,0,0,0,0,0
1,"464310A",14,0,0,0,0,0
1,"464500",14,NA,NA,NA,NA,NA
1,"464500A",14,47,20,0,27,0
1,"464510",14,NA,NA,NA,NA,NA
1,"464510A",14,0,0,0,0,0
1,"464660",14,13,4,0,9,0
1,"464660A",14,115,55,0,60,0
1,"464670",14,NA,NA,NA,NA,NA
1,"464670A",14,19,14,0,5,0
1,"464700",14,0,0,0,0,0
1,"464700A",14,0,0,0,0,0
1,"464710",14,0,0,0,0,0
1,"464710A",14,0,0,0,0,0
1,"464720",14,0,0,0,0,0
1,"464720A",14,0,0,0,0,0
1,"470100",14,13,7,0,6,0
1,"470100A",14,133,86,0,47,0
1,"470600",14,157,84,0,73,0
1,"470600A",14,1476,1095,0,381,0
1,"470700",14,51,35,0,16,0
1,"470700A",14,219,181,0,38,0
1,"470800",14,129,69,0,60,0
1,"470800A",14,779,572,0,207,0
1,"471900",14,245,138,0,107,0
1,"471900A",14,2264,1571,0,693,0
1,"472200",14,279,161,0,118,0
1,"472200A",14,1546,1135,0,411,0
1,"472300",14,196,111,0,85,0
1,"472300A",14,1298,949,0,349,0
1,"472610",14,226,105,0,121,0
1,"472610A",14,2161,1536,0,625,0
1,"472920",14,0,0,0,0,0
1,"472920A",14,NA,NA,NA,NA,NA
1,"473010",14,204,83,0,121,0
1,"473010A",14,2179,1541,0,638,0
1,"473900",14,109,53,0,56,0
1,"473900A",14,1299,927,0,372,0
1,"474010",14,113,53,0,60,0
1,"474010A",14,747,516,0,231,0
1,"474200",14,189,78,0,111,0
1,"474200A",14,1447,1008,0,439,0
1,"474600",14,272,117,0,155,0
1,"474600A",14,2299,1545,0,754,0
1,"475020",14,22,15,0,7,0
1,"475020A",14,290,212,0,78,0
1,"475100",14,81,28,0,53,0
1,"475100A",14,955,678,0,277,0
1,"475200",14,75,31,0,44,0
1,"475200A",14,703,447,0,256,0
1,"475500",14,358,198,0,160,0
1,"475500A",14,2131,1491,0,640,0
1,"475600",14,0,0,0,0,0
1,"475600A",14,35,6,0,29,0
1,"475630",14,0,0,0,0,0
1,"475630A",14,0,0,0,0,0
1,"475700",14,0,0,0,0,0
1,"475700A",14,NA,NA,NA,NA,NA
1,"475710",14,0,0,0,0,0
1,"475710A",14,0,0,0,0,0
1,"476100",14,158,93,0,65,0
1,"476100A",14,1553,1106,0,447,0
1,"476160",14,0,0,0,0,0
1,"476160A",14,NA,NA,NA,NA,NA
1,"480010",14,0,0,0,0,0
1,"480010A",14,0,0,0,0,0
1,"481200",14,197,109,0,88,0
1,"481200A",14,982,730,0,252,0
1,"481430",14,0,0,0,0,0
1,"481430A",14,0,0,0,0,0
1,"481500",14,280,169,0,111,0
1,"481500A",14,1473,1152,0,321,0
1,"481550",14,0,0,0,0,0
1,"481550A",14,0,0,0,0,0
1,"481900",14,79,58,0,21,0
1,"481900A",14,266,201,0,65,0
1,"481940",14,NA,NA,NA,NA,NA
1,"481940A",14,NA,NA,NA,NA,NA
1,"481950",14,0,0,0,0,0
1,"481950A",14,0,0,0,0,0
1,"481960",14,0,0,0,0,0
1,"481960A",14,0,0,0,0,0
1,"481970",14,0,0,0,0,0
1,"481970A",14,0,0,0,0,0
1,"482000",14,21,15,0,6,0
1,"482000A",14,83,58,0,25,0
1,"482040",14,0,0,0,0,0
1,"482040A",14,NA,NA,NA,NA,NA
1,"482050",14,NA,NA,NA,NA,NA
1,"482050A",14,14,11,0,3,0
1,"483000",14,251,134,0,117,0
1,"483000A",14,1458,1052,0,406,0
1,"490040",14,10,3,0,7,0
1,"490040A",14,67,52,0,15,0
1,"490100",14,NA,NA,NA,NA,NA
1,"490100A",14,45,22,0,23,0
1,"490120",14,0,0,0,0,0
1,"490120A",14,0,0,0,0,0
1,"490130",14,0,0,0,0,0
1,"490130A",14,0,0,0,0,0
1,"490200",14,0,0,0,0,0
1,"490200A",14,NA,NA,NA,NA,NA
1,"490300",14,0,0,0,0,0
1,"490300A",14,0,0,0,0,0
1,"490400",14,0,0,0,0,0
1,"490400A",14,0,0,0,0,0
1,"491000",14,239,157,0,82,0
1,"491000A",14,1587,1268,0,319,0
1,"491010",14,0,0,0,0,0
1,"491010A",14,NA,NA,NA,NA,NA
1,"491020",14,0,0,0,0,0
1,"491020A",14,0,0,0,0,0
1,"491040",14,0,0,0,0,0
1,"491040A",14,0,0,0,0,0
1,"491090",14,0,0,0,0,0
1,"491090A",14,0,0,0,0,0
1,"491300",14,293,173,0,120,0
1,"491300A",14,1900,1443,0,457,0
1,"491410",14,0,0,0,0,0
1,"491410A",14,NA,NA,NA,NA,NA
1,"491600",14,112,61,0,51,0
1,"491600A",14,697,511,0,186,0
